firstname,middlename,surname,title,region,province,city
Oscar, G. ,Malapitan,Mayor,NCR,,Caloocan
"Macario, III",E.,Asistio ,Vice Mayor,NCR,,Caloocan
Vergel,A.,Aguilar,Mayor,NCR,,Las Pinas
Luis,I. ,Bustamante,Vice Mayor,NCR,,Las Pinas
Jejomar,E.,Binay,Mayor,NCR,,Makati
"Romulo, Jr.",V. ,Peña,Vice Mayor,NCR,,Makati
"Antolin, III",A.,Oreta,Mayor,NCR,,Malabon
Jeannie,N ,Sandoval,Vice Mayor,NCR,,Malabon
"Benjamin, Jr.",C,Abalos,Mayor,NCR,,Mandaluyong
Edward,G,Bartolome,Vice Mayor,NCR,,Mandaluyong
Joseph,M.,Estrada Ejercito,Mayor,NCR,,Manila
Francisco,M,Damagoso,Vice Mayor,NCR,,Manila
Del,R.,De Guzman,Mayor,NCR,,Marikina
Jose Fabian,I. ,Cadiz,Vice Mayor,NCR,,Marikina
Jaime,R.,Fresnedi,Mayor,NCR,,Muntinlupa
Artemio,A.,Simundac,Vice Mayor,NCR,,Muntinlupa
John Reynald,M,Tiangco,Mayor,NCR,,Navotas
Clint Nicolas,B,Geronimo,Vice Mayor,NCR,,Navotas
Edwin ,L,Olivarez,Mayor,NCR,,Parañaque
Jose Enrico,T,Golez,Vice Mayor,NCR,,Parañaque
Antonino,G,Calixto,Mayor,NCR,,Pasay
Marlon,A.,Pesebre,Vice Mayor,NCR,,Pasay
Maria Belen,A.,Eusebio,Mayor,NCR,,Pasig
Iyo Christian,C,Bernardo,Vice Mayor,NCR,,Pasig
Jaime,C,Medina,Mayor,NCR,,Pateros
Gerald,S,German,Vice Mayor,NCR,,Pateros
Herbert Constantine,M,Bautista,Mayor,NCR,,Quezon
Ma. Josefina,G,Belmonte,Vice Mayor,NCR,,Quezon
Guia,G,Gomez,Mayor,NCR,,San Juan
"Francisco, Jr.",M,Zamora,Vice Mayor,NCR,,San Juan
Maria Laarni,L,Cayetano,Mayor,NCR,,Taguig
"Ricardo, Jr.",S,Cruz,Vice Mayor,NCR,,Taguig
Rex,T,Gatchalian,Mayor,NCR,,Valenzuela
Eric,M,Martinez,Vice Mayor,NCR,,Valenzuela
Eustaquio,P,Bersamin,Governor,CAR,Abra,
Rosario,A,Bersamin,Vice Governor,CAR,Abra,
Dominic,B,Valera,Mayor,CAR,Abra,Bangued
Allan ,p,Seares,Vice Mayor,CAR,Abra,Bangued
"Benido, Sr.",L. ,Balao-as,Mayor,CAR,Abra,Boliney
Querico ,s,stimson,Vice Mayor,CAR,Abra,Boliney
"Victorino, Jr.",B.,Baroña,Mayor,CAR,Abra,Bucay
Ludevina,G,Co,Vice Mayor,CAR,Abra,Bucay
Gody,H,Cardenas,Mayor,CAR,Abra,Bucloc
Macbey,L,Latawan,Vice Mayor,CAR,Abra,Bucloc
Salma,Q,Padilla,Mayor,CAR,Abra,Daguioman
Oliver,B.,Bag-ayan,Vice Mayor,CAR,Abra,Daguioman
Esther,B,Bernos,Mayor,CAR,Abra,Danglas
Andres,B,Bernos,Vice Mayor,CAR,Abra,Danglas
"Robert Victor, Jr.",G,Seares,Mayor,CAR,Abra,Dolores
Emelito,T,Cortez,Vice Mayor,CAR,Abra,Dolores
Joseph Sto. Nino,B,Bernos,Mayor,CAR,Abra,La Paz
Menchie,B,Bernos,Vice Mayor,CAR,Abra,La Paz
Estelita,B,Bersamina,Mayor,CAR,Abra,Lacub
Leo,PB.,Baroña,Vice Mayor,CAR,Abra,Lacub
"Patrocino, Jr.",B,Abaya,Mayor,CAR,Abra,Lagangilang
Cresencio,M,Aspacio,Vice Mayor,CAR,Abra,Lagangilang
Jendrick,S,Luna,Mayor,CAR,Abra,Lagayan
Joy Chrisma,B,Luna,Vice Mayor,CAR,Abra,Lagayan
Noel,P,Castillo,Mayor,CAR,Abra,Langiden
Secel ,B,Palecpec,Vice Mayor,CAR,Abra,Langiden
Alejo,S,Domingo,Mayor,CAR,Abra,Licuan Baay
"Arnold, Sr.",B,Molina,Vice Mayor,CAR,Abra,Licuan Baay
"Marcelo, Sr.",A,Biscarra,Mayor,CAR,Abra,Luba
Romero,S,Daoten,Vice Mayor,CAR,Abra,Luba
Benido ,G,Bacuyag,Mayor,CAR,Abra,Malibcong
Regino,B,Siddayao,Vice Mayor,CAR,Abra,Malibcong
Darrel,O,Domasing,Mayor,CAR,Abra,Manabo
Arturo,S,Gayao,Vice Mayor,CAR,Abra,Manabo
Geraldine,M,Balbuena,Mayor,CAR,Abra,Peñarrubia
Jane,M,Cecilia,Vice Mayor,CAR,Abra,Peñarrubia
Jannsen,B,Valera,Mayor,CAR,Abra,Pidigan
Arnulfo,N ,Bisares,Vice Mayor,CAR,Abra,Pidigan
Jaja Josefina ,S. ,Disono,Mayor,CAR,Abra,Pilar
Christopher,S,Beroña,Vice Mayor,CAR,Abra,Pilar
Nenita,M,Cardenas,Mayor,CAR,Abra, Sal-Lapadan
Garde,H.,Cardenas,Vice Mayor,CAR,Abra, Sal-Lapadan
"Ernesto, Jr.",M,Pasca,Mayor,CAR,Abra,San Isidro
"Venerando, Jr.",A,Pacsa,Vice Mayor,CAR,Abra,San Isidro
Marco,M,Bautista,Mayor,CAR,Abra,San Juan
Rosalinda,B,Ortega,Vice Mayor,CAR,Abra,San Juan
Jovellen,G,Diaz,Mayor,CAR,Abra,San Quintin
Geroldo,C,Aznar,Vice Mayor,CAR,Abra,San Quintin
"Placido, Jr.",P,Eduarte,Mayor,CAR,Abra,Tayum
"Bienvenido, Jr.",,Dion,Vice Mayor,CAR,Abra,Tayum
Corinthia,D,Crisologo,Mayor,CAR,Abra,Tineg
Edwin ,B,Crisologo,Vice Mayor,CAR,Abra,Tineg
Guilbert,P,Ballangan,Mayor,CAR,Abra,Tubo
Johnny,T,Gattud,Vice Mayor,CAR,Abra,Tubo
Marjorie,L,Lagen,Mayor,CAR,Abra,Villaviciosa
"Jose, Jr.",W,Lagen,Vice Mayor,CAR,Abra,Villaviciosa
"Elias, Jr.",C,Bulut,Governor,CAR,Apayao,
Hector Ruel,D,Pascua,Vice Governor,CAR,Apayao,
"Elias, Sr.",K,Bulut,Mayor,CAR,Apayao,Calanasan
Martin Lucero,B,Lawat,Vice Mayor,CAR,Apayao,Calanasan
Leonardo,D,Dangoy,Mayor,CAR,Apayao,Conner
Randy Ruel,D,Begtang,Vice Mayor,CAR,Apayao,Conner
Efren ,U,De San Jose,Mayor,CAR,Apayao,Flora
"Rodolfo, Sr.",B,Juan,Vice Mayor,CAR,Apayao,Flora
Joseph,C,Amid,Mayor,CAR,Apayao,Kabugao
Bensmar,B,Ligwang,Vice Mayor,CAR,Apayao,Kabugao
Josephine,M,Bangsil,Mayor,CAR,Apayao,Luna
Noly,,Bulaoit,Vice Mayor,CAR,Apayao,Luna
Batara,P,Laoat,Mayor,CAR,Apayao,Pudtol
Loreto,C,Pascua,Vice Mayor,CAR,Apayao,Pudtol
Rolly,U,Guiang,Mayor,CAR,Apayao,Santa Marcela
Evelyn,B,Martinez,Vice Mayor,CAR,Apayao,Santa Marcela
Nestor,B,Fongwan,Governor,CAR,Benguet,Benguet
Nelson,C,Dangwa,Vice Governor,CAR,Benguet,Benguet
Peter,B,Alos,Mayor,CAR,Benguet,Atok
Marson,S,Lay-at,Vice Mayor,CAR,Benguet,Atok
Faustino,T,Labinio,Mayor,CAR,Benguet,Bakun
Edwin ,T,Bandao,Vice Mayor,CAR,Benguet,Bakun
Mauricio,G,Domogan,Mayor,CAR,Benguet,Baguio
Daniel,T,Fariñas ,Vice Mayor,CAR,Benguet,Baguio
Mauricio,T,Macay,Mayor,CAR,Benguet,Bokod
"Thomas, Jr.",K,Wales,Vice Mayor,CAR,Benguet,Bokod
Melchor,D,"Diclas, M.D",Mayor,CAR,Benguet,Buguias
Ireneo,C,Calwag,Vice Mayor,CAR,Benguet,Buguias
Victorio,T,Palangdan,Mayor,CAR,Benguet,Itogon
"Adriano, Jr.",R,Carantes,Vice Mayor,CAR,Benguet,Itogon
Faustino,M,Aquisan,Mayor,CAR,Benguet,Kabayan
Gideon,P,Todiano,Vice Mayor,CAR,Benguet,Kabayan
Roberto,K,Canuto ,Mayor,CAR,Benguet,Kapangan
Manny,E,Fermin,Vice Mayor,CAR,Benguet,Kapangan
Benito,D,Siadto,Mayor,CAR,Benguet,Kibungan
Aureiana,B,Sacpa,Vice Mayor,CAR,Benguet,Kibungan
Edna,C,Tabanda,Mayor,CAR,Benguet,La Trinidad
Romeo,K,Salda,Vice Mayor,CAR,Benguet,La Trinidad
Materno,R,Luspian,Mayor,CAR,Benguet,Mankayan
Dario ,S,Banario,Vice Mayor,CAR,Benguet,Mankayan
Arthur,C,Baldo,Mayor,CAR,Benguet,Sablan
"Manuel, Jr.",B,Munar,Vice Mayor,CAR,Benguet,Sablan
Florencio,V,Bentrez,Mayor,CAR,Benguet,Tuba
Clarita,P,Sal-ongan,Vice Mayor,CAR,Benguet,Tuba
Ruben,E,Paoad,Mayor,CAR,Benguet,Tublay
Armando,I,Lauro,Vice Mayor,CAR,Benguet,Tublay
Dennis,B,Habawel,Governor,CAR,Ifugao,Ifugao
Pedro,G,Mayam-o,Vice Governor,CAR,Ifugao,Ifugao
Clemente,S,Talusig,Mayor,CAR,Ifugao,Aguinaldo
"Gaspar, Jr.",B,Chilagan,Vice Mayor,CAR,Ifugao,Aguinaldo
Glenn,D,Prudenciado,Mayor,CAR,Ifugao,Alfonso Lista (Potia)
Joseph,A,Angowan,Vice Mayor,CAR,Ifugao,Alfonso Lista (Potia)
Armando,P,Domilod,Mayor,CAR,Ifugao,Asipulo
Tomas,U,Pullupul,Vice Mayor,CAR,Ifugao,Asipulo
Jerry,U,Dalipog,Mayor,CAR,Ifugao,Banaue
Joel,B,Bungallon,Vice Mayor,CAR,Ifugao,Banaue
Geraldo,D,Luglug,Mayor,CAR,Ifugao,Hingyon
Alberto,C,Habiling,Vice Mayor,CAR,Ifugao,Hingyon
Hilario,T,Bumangabang,Mayor,CAR,Ifugao,Hungduan
Juliet ,B,Ananayo,Vice Mayor,CAR,Ifugao,Hungduan
Joselito,G,Guyguyon,Mayor,CAR,Ifugao,Kiangan
Roel Francis,A,Dulnuan,Vice Mayor,CAR,Ifugao,Kiangan
Ceasario,D,Cabbigat,Mayor,CAR,Ifugao,Lagawe
"Martin, Jr.",L,Habawel,Vice Mayor,CAR,Ifugao,Lagawe
"Mariano, Jr.",B,Buyagawan,Mayor,CAR,Ifugao,Lamut
Victomar,H,Bunnol,Vice Mayor,CAR,Ifugao,Lamut
Ronnie,H,Lumayna,Mayor,CAR,Ifugao,Mayoyao
"Jimmy, Jr.",B,Padchanan,Vice Mayor,CAR,Ifugao,Mayoyao
Marcelo,G,Catalino,Mayor,CAR,Ifugao,Tinoc
Agustin,C,Calya-en,Vice Mayor,CAR,Ifugao,Tinoc
Jocel,C,Baac,Governor,CAR,Kalinga,Kalinga
Allen Jesse,C,Mangaoang,Vice Governor,CAR,Kalinga,Kalinga
Kenneth Dale ,C,Mangaoang,Mayor,CAR,Kalinga,Balbalan
Eric,L,Ganayon,Vice Mayor,CAR,Kalinga,Balbalan
Johnny,A,Dickpus,Mayor,CAR,Kalinga,Lubuagan
Elizabeth,C,Pallogan,Vice Mayor,CAR,Kalinga,Lubuagan
James,S,Edduba,Mayor,CAR,Kalinga,Pasil
Ellen,B,Malannag,Vice Mayor,CAR,Kalinga,Pasil
Jimmy ,B, Dasayon,Mayor,CAR,Kalinga,Pinukpuk
Irving,B,Dasayon,Vice Mayor,CAR,Kalinga,Pinukpuk
"Marcelo, Jr.",V,Dela Cruz,Mayor,CAR,Kalinga,Rizal-Liwan
Renato,C,Vicente,Vice Mayor,CAR,Kalinga,Rizal-Liwan
Ferdinand,B,Tubban,Mayor,CAR,Kalinga,Tabuk
Darwin,C,Etrañero ,Vice Mayor,CAR,Kalinga,Tabuk
Johnwell,W,Tiggangay,Mayor,CAR,Kalinga,Tanudan
Pedro,A,Codiam,Vice Mayor,CAR,Kalinga,Tanudan
Johnny,D,Maymaya,Mayor,CAR,Kalinga,Tinglayan
"Donato, Jr.",B,Gayaman,Vice Mayor,CAR,Kalinga,Tinglayan
Leonard,G,Mayaen,Mayor,CAR,Kalinga,Mt. Province
"Bonifacio, Jr.",C,Lacwasan,Vice Mayor,CAR,Kalinga,Mt. Province
Clark,C,Ngaya,Mayor,CAR,Kalinga,Barlig
Genesis,T,Changilan,Vice Mayor,CAR,Kalinga,Barlig
Abraham,B,Akilit,Mayor,CAR,Kalinga,Bauko
Simon,C,Lacwasan,Vice Mayor,CAR,Kalinga,Bauko
Wellington,B,Pooten,Mayor,CAR,Kalinga,Besao
Harry,L,Baliaga,Vice Mayor,CAR,Kalinga,Besao
Franklin,C,Odsey,Mayor,CAR,Kalinga,Bontoc
Peter,L,Puma-at,Vice Mayor,CAR,Kalinga,Bontoc
Mateo,L,Chiyawan,Mayor,CAR,Kalinga,Natonin
Abel,O,Bagsao,Vice Mayor,CAR,Kalinga,Natonin
Gavino,O,Bucok,Mayor,CAR,Kalinga,Paracelis
Lorenzo,D,Carpio,Vice Mayor,CAR,Kalinga,Paracelis
Donato ,L,Danglose,Mayor,CAR,Kalinga,Sabangan
Jospeh,B,Bernardez,Vice Mayor,CAR,Kalinga,Sabangan
Gabino,P,Ganggangan,Mayor,CAR,Kalinga,Sadanga
Alberto,T,Ayao-ao,Vice Mayor,CAR,Kalinga,Sadanga
"Eduardo, Jr.",T,Latawan,Mayor,CAR,Kalinga,Sagada
Benjamin  ,G,Capuyan ,Vice Mayor,CAR,Kalinga,Sagada
Anthony,D,Wooden,Mayor,CAR,Kalinga,Tadian
Laurence,P,Atipen,Vice Mayor,CAR,Kalinga,Tadian
Leonard,G,Mayaen,Governor,CAR,Mt. Province,
Bonifacio,C,Lacwasan Jr.,Vice Governor,CAR,Mt. Province,
Clark,C,Ngaya,Mayor,CAR,Mt. Province,Barlig
Genesis,T,Changilan,Vice Mayor,CAR,Mt. Province,Barlig
Abraham,B,Akilit,Mayor,CAR,Mt. Province,Bauko
Simon,C,Lacwasan,Vice Mayor,CAR,Mt. Province,Bauko
Wellington,B,Pooten,Mayor,CAR,Mt. Province,Besao
Harry,L,Baliaga,Vice Mayor,CAR,Mt. Province,Besao
Franklin,C,Odsey,Mayor,CAR,Mt. Province,Bontoc
Peter,L,Puma-at,Vice Mayor,CAR,Mt. Province,Bontoc
Mateo,L,Chiyawan,Mayor,CAR,Mt. Province,Natonin
Abel,O,Bagsao,Vice Mayor,CAR,Mt. Province,Natonin
Gavino,O,Bucok,Mayor,CAR,Mt. Province,Paracelis
Lorenzo,D,Carpio,Vice Mayor,CAR,Mt. Province,Paracelis
Donato,L,Danglose,Mayor,CAR,Mt. Province,Sabangan
Joseph,B,Bernardez,Vice Mayor,CAR,Mt. Province,Sabangan
Gabino,P,Ganggangan,Mayor,CAR,Mt. Province,Sadanga
Albert,T,Ayao-ao,Vice Mayor,CAR,Mt. Province,Sadanga
Eduardo,T,"Latawan, Jr.",Mayor,CAR,Mt. Province,Sagada
Benjamin,G,Capuyan,Vice Mayor,CAR,Mt. Province,Sagada
Anthony,D,Wooden,Mayor,CAR,Mt. Province,Tadian
Laurence,P,Atipen,Vice Mayor,CAR,Mt. Province,Tadian
Maria Imelda,R,Marcos,Governor,I- Ilocos Region ,Ilocos Norte,
Eugenio Angelo,M,Barba,Vice Governor,I- Ilocos Region ,Ilocos Norte,
Eric,T,Bawingan,Mayor,I- Ilocos Region ,Ilocos Norte, Adams
Wagner,A,Poking,Vice Mayor,I- Ilocos Region ,Ilocos Norte, Adams
"Nicomedes, Jr.",C,Dela Cruz,Mayor,I- Ilocos Region ,Ilocos Norte,Bacarra
Jonathan Blas,P,Ramit,Vice Mayor,I- Ilocos Region ,Ilocos Norte,Bacarra
Arlene,M,Torralba,Mayor,I- Ilocos Region ,Ilocos Norte,Badoc
Thomas ,N,Torralba,Vice Mayor,I- Ilocos Region ,Ilocos Norte,Badoc
Diosdado,I,Garvida,Mayor,I- Ilocos Region ,Ilocos Norte, Bangui
"Fidel, Jr.",A,Cimatu,Vice Mayor,I- Ilocos Region ,Ilocos Norte, Bangui
Carlito,N,Abadilla,Mayor,I- Ilocos Region ,Ilocos Norte, Banna (Espiritu)
"Carlito, II",A,Abadilla,Vice Mayor,I- Ilocos Region ,Ilocos Norte, Banna (Espiritu)
Jeffrey Jubal,C,Nalupta,Mayor,I- Ilocos Region ,Ilocos Norte,Batac
Ronald Alan,M,Nalupta,Vice Mayor,I- Ilocos Region ,Ilocos Norte, Batac
Cresente,N,Garcia,Mayor,I- Ilocos Region ,Ilocos Norte,Burgos
Ray,G,Espejo,Vice Mayor,I- Ilocos Region ,Ilocos Norte,Burgos
Rene ,V,Gaspar,Mayor,I- Ilocos Region ,Ilocos Norte,Carasi
Villamor,C,Julian,Vice Mayor,I- Ilocos Region ,Ilocos Norte,Carasi
Gladys,G,Cue,Mayor,I- Ilocos Region ,Ilocos Norte, Currimao
Rosario,C,Go,Vice Mayor,I- Ilocos Region ,Ilocos Norte, Currimao
Erdio,E,Valenzuela,Mayor,I- Ilocos Region ,Ilocos Norte,Dingras
Jiefrey,P,Saguid,Vice Mayor,I- Ilocos Region ,Ilocos Norte,Dingras
Lairvee ,G,Espiritu,Mayor,I- Ilocos Region ,Ilocos Norte,Dumalneg
"Francisco, Jr.",R,Espiritu,Vice Mayor,I- Ilocos Region ,Ilocos Norte,Dumalneg
Chevylle,V,Fariñas,Mayor,I- Ilocos Region ,Ilocos Norte,Laoag
Michael,V,Fariñas,Vice Mayor,I- Ilocos Region ,Ilocos Norte,Laoag
Arsenio,A,Agustin,Mayor,I- Ilocos Region ,Ilocos Norte,Marcos
James,A,Felipe,Vice Mayor,I- Ilocos Region ,Ilocos Norte,Marcos
Aldrin,R,Garvida,Mayor,I- Ilocos Region ,Ilocos Norte, Nueva Era
Caroline,A,Garvida,Vice Mayor,I- Ilocos Region ,Ilocos Norte, Nueva Era
Marlon Ferdinand,T,Sales,Mayor,I- Ilocos Region ,Ilocos Norte, Pagudpud
Rex,C,Benemerito,Vice Mayor,I- Ilocos Region ,Ilocos Norte, Pagudpud
Dolores,M,Clemente,Mayor,I- Ilocos Region ,Ilocos Norte,Paoay
Jessie,E,Galano,Vice Mayor,I- Ilocos Region ,Ilocos Norte,Paoay
"Peter Felix, Jr.",D,Aguinaldo,Mayor,I- Ilocos Region ,Ilocos Norte,Pasuquin
Pedro Rex,R,Aguinaldo,Vice Mayor,I- Ilocos Region ,Ilocos Norte,Pasuquin
Eduardo Eddie,G,Guillen,Mayor,I- Ilocos Region ,Ilocos Norte,Piddig
"Generoso, Jr.",L,Aquino,Vice Mayor,I- Ilocos Region ,Ilocos Norte,Piddig
Samuel,S,Pagdilao,Mayor,I- Ilocos Region ,Ilocos Norte,Pinili
Rommel,T,Labasan,Vice Mayor,I- Ilocos Region ,Ilocos Norte,Pinili
Melanie Grace,P,Valdez,Mayor,I- Ilocos Region ,Ilocos Norte,San Nicolas
"Alfredo, Jr.",P,Valdez,Vice Mayor,I- Ilocos Region ,Ilocos Norte,San Nicolas
Edito Alberto,G,Balintona,Mayor,I- Ilocos Region ,Ilocos Norte,Sarrat
Esteban,O,Agoy,Vice Mayor,I- Ilocos Region ,Ilocos Norte,Sarrat
Jonathan ,L,De Lara,Mayor,I- Ilocos Region ,Ilocos Norte,Solsona
Joseph,E,De Lara,Vice Mayor,I- Ilocos Region ,Ilocos Norte,Solsona
Jose,G,Foronda,Mayor,I- Ilocos Region ,Ilocos Norte,Vintar
Rowland,A,Albano,Vice Mayor,I- Ilocos Region ,Ilocos Norte,Vintar
Ryan Luis,V,Singson,Governor,I- Ilocos Region ,Ilocos Sur,Ilocos Sur
Deogracias Victor,B,Savellano,Vice Governor,I- Ilocos Region ,Ilocos Sur,Ilocos Sur
Mar Ruel,P,Sumabat,Mayor,I- Ilocos Region ,Ilocos Sur,Alilem
Samson,L,Bangaoil,Vice Mayor,I- Ilocos Region ,Ilocos Sur,Alilem
Severino,P,Galanga,Mayor,I- Ilocos Region ,Ilocos Sur,Banayoyo
Thelma,A,Galang,Vice Mayor,I- Ilocos Region ,Ilocos Sur,Banayoyo
"Samuel, II",G,Parilla,Mayor,I- Ilocos Region ,Ilocos Sur,Bantay
William,A,Pre,Vice Mayor,I- Ilocos Region ,Ilocos Sur,Bantay
Riolita,R,Balbalan,Mayor,I- Ilocos Region ,Ilocos Sur,Burgos
Nathaniel,D,Escobar,Vice Mayor,I- Ilocos Region ,Ilocos Sur,Burgos
"Edgardo, Jr.",S,Cobangbang,Mayor,I- Ilocos Region ,Ilocos Sur,Cabugao
Deogracias Jose Victorino,H,Savellano,Vice Mayor,I- Ilocos Region ,Ilocos Sur,Cabugao
Ercison,G,Singson,Mayor,I- Ilocos Region ,Ilocos Sur,Candon
Alfonso   ,D,Singson,Vice Mayor,I- Ilocos Region ,Ilocos Sur,Candon
Germelina,S,Golart,Mayor,I- Ilocos Region ,Ilocos Sur,Caoayan
Pedro,B,Belarmino,Vice Mayor,I- Ilocos Region ,Ilocos Sur,Caoayan
Benjamin,N,Maggay,Mayor,I- Ilocos Region ,Ilocos Sur,Cervantes
Rodolfo ,B,Gaburno,Vice Mayor,I- Ilocos Region ,Ilocos Sur,Cervantes
Jessie,B,Balingsat,Mayor,I- Ilocos Region ,Ilocos Sur,Galimuyod
Moises,T,Galangco,Vice Mayor,I- Ilocos Region ,Ilocos Sur,Galimuyod
Luz,C,Villalobos,Mayor,I- Ilocos Region ,Ilocos Sur,Gregorio del Pilar
Henry,S,Gallardo,Vice Mayor,I- Ilocos Region ,Ilocos Sur,Gregorio del Pilar
Jesus,M,Sagay,Mayor,I- Ilocos Region ,Ilocos Sur,Lidlidda
James,S,Sacayanan,Vice Mayor,I- Ilocos Region ,Ilocos Sur,Lidlidda
Alrico,A,Favis,Mayor,I- Ilocos Region ,Ilocos Sur,Masingal
Arlyn,A,Favis,Vice Mayor,I- Ilocos Region ,Ilocos Sur,Masingal
Timoteo,M,Cabrera,Mayor,I- Ilocos Region ,Ilocos Sur,Nagbukel
Margarita,G,Manzano,Vice Mayor,I- Ilocos Region ,Ilocos Sur,Nagbukel
Zuriel,S,Zaragoza,Mayor,I- Ilocos Region ,Ilocos Sur,Narvacan
Fayinna Pilar,S,Zaragoza,Vice Mayor,I- Ilocos Region ,Ilocos Sur,Narvacan
Clifford,L,Patil-ao,Mayor,I- Ilocos Region ,Ilocos Sur,Quirino (Angkaki)
Robert,P,El-i,Vice Mayor,I- Ilocos Region ,Ilocos Sur,Quirino (Angkaki)
"Leopoldo, Jr.",G,Gironella,Mayor,I- Ilocos Region ,Ilocos Sur,Salcedo
Grazielle,G,Itchon,Vice Mayor,I- Ilocos Region ,Ilocos Sur,Salcedo
"Ferdinand, Sr.",A,Banua,Mayor,I- Ilocos Region ,Ilocos Sur,San Emilio
Cornelio,P,Sibaen,Vice Mayor,I- Ilocos Region ,Ilocos Sur,San Emilio
Chester,A,Elaydo,Mayor,I- Ilocos Region ,Ilocos Sur,San Esteban
Mildred,M,Elaydo,Vice Mayor,I- Ilocos Region ,Ilocos Sur,San Esteban
Mark Anthony,A,Purisima,Mayor,I- Ilocos Region ,Ilocos Sur,San Ildefonso
Salvador,R,Romano,Vice Mayor,I- Ilocos Region ,Ilocos Sur,San Ildefonso
Benjamin,V,Sarmiento,Mayor,I- Ilocos Region ,Ilocos Sur,San Juan
Rizalina,A,Valle,Vice Mayor,I- Ilocos Region ,Ilocos Sur,San Juan
"Jose, III",C,Tabanda,Mayor,I- Ilocos Region ,Ilocos Sur,San Vicente
Nancy,D,Tabanda,Vice Mayor,I- Ilocos Region ,Ilocos Sur,San Vicente
"Jeremy Jesus, III",P,Bueno,Mayor,I- Ilocos Region ,Ilocos Sur,Santa
"Jesus, Jr.",B,Bueno,Vice Mayor,I- Ilocos Region ,Ilocos Sur,Santa
Josefino,E,Miranda,Mayor,I- Ilocos Region ,Ilocos Sur,Santiago
Michael,S,Miranda,Vice Mayor,I- Ilocos Region ,Ilocos Sur,Santiago
Aries,D,Gaerlan ,Mayor,I- Ilocos Region ,Ilocos Sur,Sigay
Jovita,D,Garnace,Vice Mayor,I- Ilocos Region ,Ilocos Sur,Sigay
Marlon  ,B,Ines,Mayor,I- Ilocos Region ,Ilocos Sur,Sinait
Glenn,B,Guzman,Vice Mayor ,I- Ilocos Region ,Ilocos Sur,Sinait
Carlos ,R,Asuncion,Mayor,I- Ilocos Region ,Ilocos Sur,Sta. Catalina
Antonio,R,Rabang,Vice Mayor ,I- Ilocos Region ,Ilocos Sur,Sta. Catalina
Teresita,C,Valle,Mayor,I- Ilocos Region ,Ilocos Sur,Sta. Cruz
Virgilio,J,Valle,Vice Mayor ,I- Ilocos Region ,Ilocos Sur,Sta. Cruz
Estrella,F,Hernaez,Mayor,I- Ilocos Region ,Ilocos Sur,Sta. Lucia
Ferdinand,F,Hernaez,Vice Mayor ,I- Ilocos Region ,Ilocos Sur,Sta. Lucia
Edgar ,C,Florendo,Mayor,I- Ilocos Region ,Ilocos Sur,Sta. Maria
Adriano ,D,Villanueva,Vice Mayor ,I- Ilocos Region ,Ilocos Sur,Sta. Maria
Amado,T.,Tadena,Mayor,I- Ilocos Region ,Ilocos Sur,Sto. Domingo
Floro,T,Tadena,Vice Mayor ,I- Ilocos Region ,Ilocos Sur,Sto. Domingo
"Fernardo, Sr.",C,Quiton,Mayor,I- Ilocos Region ,Ilocos Sur,Sugpon
"Daniel, Jr.",C,Laño,Vice Mayor ,I- Ilocos Region ,Ilocos Sur,Sugpon
"Samuel, Jr.",B,Subagan,Mayor,I- Ilocos Region ,Ilocos Sur,Suyo
Yolanda,B,Badioan,Vice Mayor ,I- Ilocos Region ,Ilocos Sur,Suyo
"Jose, Jr.",V,Bunoan,Mayor,I- Ilocos Region ,Ilocos Sur,Tagudin
"Bernardo, Jr.",F,Tuvera,Vice Mayor ,I- Ilocos Region ,Ilocos Sur,Tagudin
Eva Marie ,S,Medina,Mayor,I- Ilocos Region ,Ilocos Sur,Vigan
Lourdes,DG.,Baquiran,Vice Mayor ,I- Ilocos Region ,Ilocos Sur,Vigan
Manuel ,C,Ortega,Governor,I- Ilocos Region ,La Union,La Union
Augustus Aureo,Q,Nicse,Vice Governor,I- Ilocos Region ,La Union,La Union
Sandra,Y,Eriguel,Mayor ,I- Ilocos Region ,La Union,Agoo
Henry,B,Balbin,Vice Mayor ,I- Ilocos Region ,La Union,Agoo
Eric,O,Siibuma,Mayor ,I- Ilocos Region ,La Union,Aringay
Charlie Cirilito,C,Juloya,Vice Mayor ,I- Ilocos Region ,La Union,Aringay
Ma. Minda,L,Fontanilla,Mayor ,I- Ilocos Region ,La Union,Bacnotan
Francisco Angelito,L,Fontanilla,Vice Mayor ,I- Ilocos Region ,La Union,Bacnotan
Ferdinand,D,Tumbaga,Mayor ,I- Ilocos Region ,La Union,Bagulin
George,J,Lictao,Vice Mayor ,I- Ilocos Region ,La Union,Bagulin
Al-Fred,O,Concepcion,Mayor ,I- Ilocos Region ,La Union,Balaoan
Gerard Jose,C,Ostrea,Vice Mayor ,I- Ilocos Region ,La Union,Balaoan
Joy,P,Merin,Mayor ,I- Ilocos Region ,La Union,Bangar
Virgelio,M,Dabalos,Vice Mayor ,I- Ilocos Region ,La Union,Bangar
"Eulogio Clarence Martin, III",P,De Guzman,Mayor ,I- Ilocos Region ,La Union,Bauang
"Bonifacio, Sr.",G,Malinao,Vice Mayor ,I- Ilocos Region ,La Union,Bauang
Jose,B,Abansi,Mayor ,I- Ilocos Region ,La Union,Burgos
"Juanito, Sr.",D,Gacayan,Vice Mayor ,I- Ilocos Region ,La Union,Burgos
