firstname,middlename,surname,title,region,province,city
Clyde,P,Crispino,Mayor ,I- Ilocos Region ,La Union,Caba
Philip Caesar,P,Crispino,Vice Mayor ,I- Ilocos Region ,La Union,Caba
Victor Marvin,U,Marron,Mayor ,I- Ilocos Region ,La Union,Luna
Romeo ,L,Resurreccion ,Vice Mayor ,I- Ilocos Region ,La Union,Luna
Reynaldo,J,Flores,Mayor ,I- Ilocos Region ,La Union,Naguilian
Abraham,P,Rimano,Vice Mayor ,I- Ilocos Region ,La Union,Naguilian
Orlando,B,Balloguing,Mayor ,I- Ilocos Region ,La Union,Pugo
Marino,M,Tagabeng,Vice Mayor ,I- Ilocos Region ,La Union,Pugo
"Belarmin,III",C.,Flores,Mayor ,I- Ilocos Region ,La Union,Rosario
Allan,S.,Sabangan,Vice Mayor ,I- Ilocos Region ,La Union,Rosario
Pablo,C,Ortega,Mayor ,I- Ilocos Region ,La Union,San Fernando
Herminegildo,A,Gualberto,Vice Mayor ,I- Ilocos Region ,La Union,San Fernando
Divina,D,Velasco,Mayor ,I- Ilocos Region ,La Union,San Gabriel
Mauricio,P,Canutab,Vice Mayor ,I- Ilocos Region ,La Union,San Gabriel
"Ruben, Jr.",L,Valero,Mayor ,I- Ilocos Region ,La Union,San Juan
Ceferino,O,Lim,Vice Mayor ,I- Ilocos Region ,La Union,San Juan
Marietta,C,Carbonell,Mayor ,I- Ilocos Region ,La Union,Sto. Tomas
Vincent,A,Rafanan,Vice Mayor ,I- Ilocos Region ,La Union,Sto. Tomas
Daisy ,A,Sayangda,Mayor ,I- Ilocos Region ,La Union,Santol
"Monico, Jr.",O,Oriente,Vice Mayor ,I- Ilocos Region ,La Union,Santol
Wendy Joy,D,Buquing,Mayor ,I- Ilocos Region ,La Union,Sudipen
Alexander,O,Buquing,Vice Mayor ,I- Ilocos Region ,La Union,Sudipen
Jonalyn,G,Fontanilla,Mayor ,I- Ilocos Region ,La Union,Tubao
Dante ,S,Garcia,Vice Mayor ,I- Ilocos Region ,La Union,Tubao
"Amado, Jr.",T,Espino,Governor,I- Ilocos Region ,Pangasinan,Pangasinan
"Jose Ferdinand, Jr.",Z,Calimlim,Vice Governor,I- Ilocos Region ,Pangasinan,Pangasinan
"Jose, Jr.",N,Pajeta ,Mayor ,I- Ilocos Region ,Pangasinan,Agno
Wilson,N,Rosete,Vice Mayor,I- Ilocos Region ,Pangasinan,Agno
Eduardo,T,Ballesteros,Mayor ,I- Ilocos Region ,Pangasinan,Aguilar
Roldan,C,Sagles,Vice Mayor,I- Ilocos Region ,Pangasinan,Aguilar
Arthur,F,Celeste,Mayor ,I- Ilocos Region ,Pangasinan,Alaminos
Earl James,C,Aquino,Vice Mayor,I- Ilocos Region ,Pangasinan,Alaminos
Ryan Paolo,V,Mencias,Mayor ,I- Ilocos Region ,Pangasinan,Alcala
Jojo,B,Callejo,Vice Mayor,I- Ilocos Region ,Pangasinan,Alcala
Aldrin,C,Cerdan,Mayor ,I- Ilocos Region ,Pangasinan,Jojo
Cecil,C,Celeste,Vice Mayor,I- Ilocos Region ,Pangasinan,Jojo
Heidee,G,Chua,Mayor ,I- Ilocos Region ,Pangasinan,Asingan
"Carlos Trece, Jr.",F,Lopez,Vice Mayor,I- Ilocos Region ,Pangasinan,Asingan
Philipp,G,Peralta,Mayor ,I- Ilocos Region ,Pangasinan,Balungao
Minda,T,Peralta,Vice Mayor,I- Ilocos Region ,Pangasinan,Balungao
Cothera Gwen,P,Yamamoto,Mayor ,I- Ilocos Region ,Pangasinan,Bani
Filipina,C,Rivera,Vice Mayor,I- Ilocos Region ,Pangasinan,Bani
Manolito,S,De Leon,Mayor ,I- Ilocos Region ,Pangasinan,Basista
"Jolly, Jr.",R,Resuello,Vice Mayor,I- Ilocos Region ,Pangasinan,Basista
Amadeo,T,Espino,Mayor ,I- Ilocos Region ,Pangasinan,Bautista
Joseph,G,Espino,Vice Mayor,I- Ilocos Region ,Pangasinan,Bautista
Ricardo,M,Camacho,Mayor ,I- Ilocos Region ,Pangasinan,Bayambang
Mylvin,T,Junio,Vice Mayor,I- Ilocos Region ,Pangasinan,Bayambang
"Ramon, III",V,Guico,Mayor ,I- Ilocos Region ,Pangasinan,Binalonan
"Melicio, II",F,Patague,Vice Mayor,I- Ilocos Region ,Pangasinan,Binalonan
Simplico,L,Rosario,Mayor ,I- Ilocos Region ,Pangasinan,Binmaley
"Pedro, III",A,Merrera,Vice Mayor,I- Ilocos Region ,Pangasinan,Binmaley
Arnold ,F,Celeste,Mayor ,I- Ilocos Region ,Pangasinan,Bolinao
Alfonso,F,"Celeste, M.D",Vice Mayor,I- Ilocos Region ,Pangasinan,Bolinao
Jumel Anthony ,I,Espino,Mayor ,I- Ilocos Region ,Pangasinan,Bugallon
Rodrigo,M,Orduña,Vice Mayor,I- Ilocos Region ,Pangasinan,Bugallon
"Alberto, Jr.",R,"Guiang, M.D",Mayor ,I- Ilocos Region ,Pangasinan,Burgos
Ronald  ,G,Ngayawan,Vice Mayor,I- Ilocos Region ,Pangasinan,Burgos
Mark Roy,Q,Macanlalay,Mayor ,I- Ilocos Region ,Pangasinan,Calasiao
Roy,T,Macanlalay,Vice Mayor,I- Ilocos Region ,Pangasinan,Calasiao
Belen,T,Fernandez,Mayor ,I- Ilocos Region ,Pangasinan,Dagupan
Marc Brian,C,Lim,Vice Mayor,I- Ilocos Region ,Pangasinan,Dagupan
Noel,A,Nacar,Mayor ,I- Ilocos Region ,Pangasinan,Dasol
Manuel ,B,Rivera,Vice Mayor,I- Ilocos Region ,Pangasinan,Dasol
Percival,A,Mallare,Mayor ,I- Ilocos Region ,Pangasinan,Infanta
Richard,M,Martinez,Vice Mayor,I- Ilocos Region ,Pangasinan,Infanta
Ricardo,O,Camacho,Mayor ,I- Ilocos Region ,Pangasinan,Labrador
Ernesto,I, Acain,Vice Mayor,I- Ilocos Region ,Pangasinan,Labrador
"Silverio, Jr.",D,Alarcio,Mayor ,I- Ilocos Region ,Pangasinan,Laoac
Rogelio,P,Godoy,Vice Mayor,I- Ilocos Region ,Pangasinan,Laoac
Josefina,V,Castañeda ,Mayor ,I- Ilocos Region ,Pangasinan,Lingayen
Nephthalie,D,Pasiliao,Vice Mayor,I- Ilocos Region ,Pangasinan,Lingayen
Carlito,R,Reyes,Mayor ,I- Ilocos Region ,Pangasinan,Mabini
Alimar,R,Briana,Vice Mayor,I- Ilocos Region ,Pangasinan,Mabini
"Armando, Sr.",C,Domantay,Mayor ,I- Ilocos Region ,Pangasinan,Malasiqui
Noel Anthony,M,Geslani,Vice Mayor,I- Ilocos Region ,Pangasinan,Malasiqui
Kim Mikael,DG.,Amador,Mayor ,I- Ilocos Region ,Pangasinan,Manaoag
Lito,M,Arenas,Vice Mayor,I- Ilocos Region ,Pangasinan,Manaoag
Bona Fe,V,Parayno,Mayor ,I- Ilocos Region ,Pangasinan,Mangaldan
Manuel ,N,Casupang,Vice Mayor,I- Ilocos Region ,Pangasinan,Mangaldan
Teodoro,C,Cruz,Mayor ,I- Ilocos Region ,Pangasinan,Mangatarem
Ramil,P,Ventenilla,Vice Mayor,I- Ilocos Region ,Pangasinan,Mangatarem
"Maximo, Jr.",M,Calimlim,Mayor ,I- Ilocos Region ,Pangasinan,Mapandan
"Catalino, Jr.",L,Morales,Vice Mayor,I- Ilocos Region ,Pangasinan,Mapandan
Rodrigo,L,Rafael,Mayor ,I- Ilocos Region ,Pangasinan,Natividad
Ma. Luisa,M,Supnet,Vice Mayor,I- Ilocos Region ,Pangasinan,Natividad
Artemio,Q,Chan,Mayor ,I- Ilocos Region ,Pangasinan,Pozorrubio
Kelvin,T,Chan,Vice Mayor,I- Ilocos Region ,Pangasinan,Pozorrubio
Susan ,P,Casareno ,Mayor ,I- Ilocos Region ,Pangasinan,Rosales
Harry,B,Bernabe,Vice Mayor,I- Ilocos Region ,Pangasinan,Rosales
Julier,C,Resuello,Mayor ,I- Ilocos Region ,Pangasinan,San Carlos
Joseres,S,Resuello,Vice Mayor,I- Ilocos Region ,Pangasinan,San Carlos
Constante,B,Agbayani,Mayor ,I- Ilocos Region ,Pangasinan,San Fabian
Leopoldo ,N,Manalo,Vice Mayor,I- Ilocos Region ,Pangasinan,San Fabian
Robert,O,De Vera,Mayor ,I- Ilocos Region ,Pangasinan,San Jacinto
Rolando,E,Columbres,Vice Mayor,I- Ilocos Region ,Pangasinan,San Jacinto
Alain Jerico,S,Perez,Mayor ,I- Ilocos Region ,Pangasinan,San Manuel
Salvador,M,Perez,Vice Mayor,I- Ilocos Region ,Pangasinan,San Manuel
Rebecca ,M,Saldivar,Mayor ,I- Ilocos Region ,Pangasinan,San Nicolas
Leomar ,M,Saldivar,Vice Mayor,I- Ilocos Region ,Pangasinan,San Nicolas
Clark Cecil,P,Tiu,Mayor ,I- Ilocos Region ,Pangasinan,San Quintin
Napoleon,N,Co  ,Vice Mayor,I- Ilocos Region ,Pangasinan,San Quintin
Carlito,S,Zaplan,Mayor ,I- Ilocos Region ,Pangasinan,Santa Barbara
Juan Emmanuel,T,Cabangon,Vice Mayor,I- Ilocos Region ,Pangasinan,Santa Barbara
Teodoro,A,Ramos,Mayor ,I- Ilocos Region ,Pangasinan,Santa Maria
Conrado,R,Ignacio,Vice Mayor,I- Ilocos Region ,Pangasinan,Santa Maria
"Timoteo, III ",S,Villar,Mayor ,I- Ilocos Region ,Pangasinan,Santo Tomas
Wilfredo,M,Pescador,Vice Mayor,I- Ilocos Region ,Pangasinan,Santo Tomas
Mina Joy,C,Pangasinan,Mayor ,I- Ilocos Region ,Pangasinan,Sison
Bensaulozacheus ,L,Mariñas ,Vice Mayor,I- Ilocos Region ,Pangasinan,Sison
Roberto,L,Arcinue,Mayor ,I- Ilocos Region ,Pangasinan,Sual
Dionisio,G,Caburao,Vice Mayor,I- Ilocos Region ,Pangasinan,Sual
Tyrone,D,Agabas,Mayor ,I- Ilocos Region ,Pangasinan,Tayug
Carlos Trece ,R,Mapili,Vice Mayor,I- Ilocos Region ,Pangasinan,Tayug
Eldred,P,Tumbocon,Mayor ,I- Ilocos Region ,Pangasinan,Umingan
Alain   ,P,Rabang,Vice Mayor,I- Ilocos Region ,Pangasinan,Umingan
"Ernesto, Jr.",V,Balolong,Mayor ,I- Ilocos Region ,Pangasinan,Urbiztondo
N/A Cel No. 09175951574,,,Vice Mayor,I- Ilocos Region ,Pangasinan,Urbiztondo
Amadeo Gregorio IV,E,Perez,Mayor ,I- Ilocos Region ,Pangasinan,Pagasinan-Urdaneta
Julio ,E,Parayno,Vice Mayor,I- Ilocos Region ,Pangasinan,Pagasinan-Urdaneta
Libradita,G,Abrencia,Mayor ,I- Ilocos Region ,Pangasinan,Villasis
Paz,S,Rafanan,Vice Mayor,I- Ilocos Region ,Pangasinan,Villasis
Alvaro,T,Antonio,Governor,II - Cagayan Valley,Cagayan,
Leonides,N,Fausto,Vice Governor,II - Cagayan Valley,Cagayan,
Emmanuel Jesus,P,Vargas,Mayor,II - Cagayan Valley,Cagayan,Abulug
Precy,P,Vargas,Vice Mayor,II - Cagayan Valley,Cagayan,Abulug
Criselda,I,Antonio,Mayor,II - Cagayan Valley,Cagayan,Alcala
Maria Josefina,P,Te,Vice Mayor,II - Cagayan Valley,Cagayan,Alcala
Leonila,C,Onia,Mayor,II - Cagayan Valley,Cagayan,Allacapan
Patricio,T ,Tenedor,Vice Mayor,II - Cagayan Valley,Cagayan,Allacapan
Nicanor,D,De Leon,Mayor,II - Cagayan Valley,Cagayan,Amulung
Alexander,L,Pascual,Vice Mayor,II - Cagayan Valley,Cagayan,Amulung
Shalimar,D,Tumaru,Mayor,II - Cagayan Valley,Cagayan,Aparri
Rommel,G,Alameda,Vice Mayor,II - Cagayan Valley,Cagayan,Aparri
Leonardo,C,Pattung,Mayor,II - Cagayan Valley,Cagayan,Baggao
Mary Emely,D,Acarmona,Vice Mayor,II - Cagayan Valley,Cagayan,Baggao
Violeta,V,Unite,Mayor,II - Cagayan Valley,Cagayan, Ballesteros
Vincent,G,Unite,Vice Mayor,II - Cagayan Valley,Cagayan, Ballesteros
Lloyd,M,Antiporda,Mayor,II - Cagayan Valley,Cagayan,Buguey
Leeve Christopher,M,Antiporda,Vice Mayor,II - Cagayan Valley,Cagayan,Buguey
Alfonso,M,Llopis,Mayor,II - Cagayan Valley,Cagayan,Calayan
Florencio,F,De Guzman,Vice Mayor,II - Cagayan Valley,Cagayan,Calayan
Isidro,T,Cabaddu,Mayor,II - Cagayan Valley,Cagayan,Camalaniugan
Milagros,C,Libatique,Vice Mayor,II - Cagayan Valley,Cagayan,Camalaniugan
"Pablo, Jr.",N,Bolante,Mayor,II - Cagayan Valley,Cagayan,Claveria
"Solferino, Jr.",A,Agra,Vice Mayor,II - Cagayan Valley,Cagayan,Claveria
Kim Stephen,T,Turingan,Mayor,II - Cagayan Valley,Cagayan,Enrile
Robert,B,Turingan,Vice Mayor,II - Cagayan Valley,Cagayan,Enrile
Matthew,C,Nolasco,Mayor,II - Cagayan Valley,Cagayan,Gattaran
"Danilo, Jr.",F.,Nolasco,Vice Mayor,II - Cagayan Valley,Cagayan,Gattaran
"Carlito, Jr.",F,Pentecostes,Mayor,II - Cagayan Valley,Cagayan,Gonzaga
Rene,P,Salvanera,Vice Mayor,II - Cagayan Valley,Cagayan,Gonzaga
Juditas,L,Trinidad,Mayor,II - Cagayan Valley,Cagayan,Iguig
Ferdinand,B,Trinidad,Vice Mayor,II - Cagayan Valley,Cagayan,Iguig
Florante,C,Pascual,Mayor,II - Cagayan Valley,Cagayan,Lallo
Florence Oliver,B,Pascual,Vice Mayor,II - Cagayan Valley,Cagayan,Lallo
Marjorie,A,Salazar,Mayor,II - Cagayan Valley,Cagayan,Lasam
Eduardo ,V,Asuten,Vice Mayor,II - Cagayan Valley,Cagayan,Lasam
Aaron,P,Sampaga,Mayor,II - Cagayan Valley,Cagayan,Pamplona
Edwin ,Y,Ifurung,Vice Mayor,II - Cagayan Valley,Cagayan,Pamplona
Marilyn ,J,Taguinod,Mayor,II - Cagayan Valley,Cagayan,Peñablanca
Washington,M,Taguinod,Vice Mayor,II - Cagayan Valley,Cagayan,Peñablanca
Carmelo,O,Villacete,Mayor,II - Cagayan Valley,Cagayan,Piat
Leonel,C,Guzman,Vice Mayor,II - Cagayan Valley,Cagayan,Piat
Joel,A,Ruma,Mayor,II - Cagayan Valley,Cagayan,Rizal
Johnas,A,Ruma,Vice Mayor,II - Cagayan Valley,Cagayan,Rizal
Asela,B,Sacramed,Mayor,II - Cagayan Valley,Cagayan, Sanchez-Mira
Benjamin,C,Oroceo,Vice Mayor,II - Cagayan Valley,Cagayan, Sanchez-Mira
Meynard,Z,Carag,Mayor,II - Cagayan Valley,Cagayan,Solana
Roberto,A,Cauilan,Vice Mayor,II - Cagayan Valley,Cagayan,Solana
Darwin ,A,Tobias,Mayor,II - Cagayan Valley,Cagayan,Sta. Ana
Genevie,S,Rodriguez,Vice Mayor,II - Cagayan Valley,Cagayan,Sta. Ana
Esterlina,A,Aguinaldo,Mayor,II - Cagayan Valley,Cagayan,Sta. Praxedes
Gil,G,Buenavista,Vice Mayor,II - Cagayan Valley,Cagayan,Sta. Praxedes
Lolita,C,Garcia,Mayor,II - Cagayan Valley,Cagayan,Sta. Teresita
Emmanuel ,B,Martinez,Vice Mayor,II - Cagayan Valley,Cagayan,Sta. Teresita
Andrew Vincent ,R,Pagurayan,Mayor,II - Cagayan Valley,Cagayan,Sto. Niño
Marites,E,Cuntapay,Vice Mayor,II - Cagayan Valley,Cagayan,Sto. Niño
"Francisco, Jr.",N,Mamba,Mayor,II - Cagayan Valley,Cagayan,Tuao
Martin,M,Soriano,Vice Mayor,II - Cagayan Valley,Cagayan,Tuao
Jefferson,P,Soriano,Mayor,II - Cagayan Valley,Cagayan,Tuguegarao
"Engelbert, Jr.",C,Coronan,Vice Mayor,II - Cagayan Valley,Cagayan,Tuguegarao
Vicente ,D,Gato,Governor,II - Cagayan Valley,Batanes,Batanes
Ronald  ,A,Aguto,Vice Governor,II - Cagayan Valley,Batanes,Batanes
Demetrius Paul,C,Narag,Mayor,II - Cagayan Valley,Batanes,Basco
Anastacia,R,Viola,Vice Mayor,II - Cagayan Valley,Batanes,Basco
Reuel,C,Ibañez,Mayor,II - Cagayan Valley,Batanes,Itbayat
Sabas,C,De Sagon,Vice Mayor,II - Cagayan Valley,Batanes,Itbayat
Leonardo,V,Hostallero,Mayor,II - Cagayan Valley,Batanes,Ivana
Romeo Emilio,E,Fidel,Vice Mayor,II - Cagayan Valley,Batanes,Ivana
William,A,Agsunod,Mayor,II - Cagayan Valley,Batanes,Mahatao
Proceso,P,Balasbas,Vice Mayor,II - Cagayan Valley,Batanes,Mahatao
Maxilindo Emilio,A,Babalo,Mayor,II - Cagayan Valley,Batanes,Proceso
Marcial Armando,A ,Alavado,Vice Mayor,II - Cagayan Valley,Batanes,Proceso
Rogelio,B,Cabellero,Mayor,II - Cagayan Valley,Batanes,Uyugan
Bernardo,C,Delos Santos,Vice Mayor,II - Cagayan Valley,Batanes,Uyugan
"Faustino, III",D.G,Dy,Governor,II - Cagayan Valley,Isabela,
Antonio,T,Albano,Vice Governor,II - Cagayan Valley,Isabela,
Ian Paul,L,Dy,Mayor,II - Cagayan Valley,Isabela,Alicia
Joel Amos,P,Alejandro,Vice Mayor,II - Cagayan Valley,Isabela,Alicia
Lourdes,S,Panganiban,Mayor,II - Cagayan Valley,Isabela,Angadanan
Diosdado,S,Siquian,Vice Mayor,II - Cagayan Valley,Isabela,Angadanan
William,T,Uy,Mayor,II - Cagayan Valley,Isabela,Aurora
Damian,A,Duldulao,Vice Mayor,II - Cagayan Valley,Isabela,Aurora
Benjamin,E,Sanglay,Mayor,II - Cagayan Valley,Isabela,Benito Soliven
Roberto,T,Lungan,Vice Mayor,II - Cagayan Valley,Isabela,Benito Soliven
"Ruben, Jr.",A,Tequi,Mayor,II - Cagayan Valley,Isabela,Burgos
Fred,S,Dela Cruz,Vice Mayor,II - Cagayan Valley,Isabela,Burgos
"Rodolfo, Jr.",B,Albano,Mayor,II - Cagayan Valley,Isabela,Cabagan
Christopher,A,Mamauag,Vice Mayor,II - Cagayan Valley,Isabela,Cabagan
Charlton,L,Uy,Mayor,II - Cagayan Valley,Isabela,Cabatuan
Mario,I,Acosta,Vice Mayor,II - Cagayan Valley,Isabela,Cabatuan
Bernard Faustino ,M,Dy,Mayor,II - Cagayan Valley,Isabela,Cauayan
Bartolome,A,Mallinllin,Vice Mayor,II - Cagayan Valley,Isabela,Cauayan
Laurencio,P,Zuniega,Mayor,II - Cagayan Valley,Isabela,Cordon
Charlita,J,Mariano,Vice Mayor,II - Cagayan Valley,Isabela,Cordon
"Thomas, Jr.",A,Pua,Mayor,II - Cagayan Valley,Isabela,Delfin Alabano
"Edwin, Sr.",B,Badua,Vice Mayor,II - Cagayan Valley,Isabela,Delfin Alabano
Reynaldo,D.R.,Derije,Mayor,II - Cagayan Valley,Isabela,Dinapigue
Herminio,B,Domincel,Vice Mayor,II - Cagayan Valley,Isabela,Dinapigue
Florito,C,Bulan,Mayor,II - Cagayan Valley,Isabela,Divilacan
Hercleo,T,Limboy,Vice Mayor,II - Cagayan Valley,Isabela,Divilacan
Melinda,G,Kiat,Mayor,II - Cagayan Valley,Isabela,Ehague
Liza Latrina,G,Kiat,Vice Mayor,II - Cagayan Valley,Isabela,Ehague
Nestor,M,Uy,Mayor,II - Cagayan Valley,Isabela,Gamu
Fernando,O,Cumigad,Vice Mayor,II - Cagayan Valley,Isabela,Gamu
Jose Marie,L,Diaz,Mayor,II - Cagayan Valley,Isabela,Ilagan
Vedasto,D,Villanueva,Vice Mayor,II - Cagayan Valley,Isabela,Ilagan
Leticia,T,Sebastian,Mayor,II - Cagayan Valley,Isabela,Jones
Florante,A,Raspado ,Vice Mayor,II - Cagayan Valley,Isabela,Jones
Jaime,N,Atayde,Mayor,II - Cagayan Valley,Isabela,Luna
Andy,R,Domingo,Vice Mayor,II - Cagayan Valley,Isabela,Luna
Ma. Lycelle Kate,M,Domingo,Mayor,II - Cagayan Valley,Isabela,Maconacon
Jolly ,A,Taberner,Vice Mayor,II - Cagayan Valley,Isabela,Maconacon
"Pedro, Sr.",A,Flores,Mayor,II - Cagayan Valley,Isabela,Mallig
Almario,B,Elizarde,Vice Mayor,II - Cagayan Valley,Isabela,Mallig
Edgar,R,Capuchino,Mayor,II - Cagayan Valley,Isabela,Naguilian
Bernardo,P,Dela Peña,Vice Mayor,II - Cagayan Valley,Isabela,Naguilian
Angelo,A,Bernardo,Mayor,II - Cagayan Valley,Isabela,Palanan
Pacita Mona,Q,Atanacio,Vice Mayor,II - Cagayan Valley,Isabela,Palanan
Daryl,G,Gascon,Mayor,II - Cagayan Valley,Isabela,Quezon
"Jimmy, Jr.",S,Gamazon,Vice Mayor,II - Cagayan Valley,Isabela,Quezon
Jossie Maria Bella,L,Juan,Mayor,II - Cagayan Valley,Isabela,Quirino
Victor Emmanuel,G,Callangan,Vice Mayor,II - Cagayan Valley,Isabela,Quirino
Wilfredo,D,Tabag,Mayor,II - Cagayan Valley,Isabela,Ramon
Dennis Jon,A,Dela Cruz,Vice Mayor,II - Cagayan Valley,Isabela,Ramon
Anthony,P,Respicio,Mayor,II - Cagayan Valley,Isabela,Reina Mercedes
Ma. Lourdes,P,Respicio-Saguban,Vice Mayor,II - Cagayan Valley,Isabela,Reina Mercedes
Benedict,C,Calderon,Mayor,II - Cagayan Valley,Isabela,Roxas
Servando,C,Soriano,Vice Mayor,II - Cagayan Valley,Isabela,Roxas
Virgilio,A,Padilla,Mayor,II - Cagayan Valley,Isabela,San Agustin
Cesar,A,Mondala,Vice Mayor,II - Cagayan Valley,Isabela,San Agustin
Marilou,N,Sanchez,Mayor,II - Cagayan Valley,Isabela,San Guillermo
"Edgar, Sr. ",N,Guyud,Vice Mayor,II - Cagayan Valley,Isabela,San Guillermo
Ray Socrates,L,Velasco,Mayor,II - Cagayan Valley,Isabela,San Isidro
Leonardo,A,Tumamao,Vice Mayor,II - Cagayan Valley,Isabela,San Isidro
"Faustino Michael Carlos, III",T,Dy,Mayor,II - Cagayan Valley,Isabela,San Manuel
"Mario, Sr.",E,Napicog,Vice Mayor,II - Cagayan Valley,Isabela,San Manuel
Dean Anthony,G,Domalanta,Mayor,II - Cagayan Valley,Isabela,San Mariano
Edgar,T,Go,Vice Mayor,II - Cagayan Valley,Isabela,San Mariano
Crispina,R,Agcaoili,Mayor,II - Cagayan Valley,Isabela,San Mateo
Roberto,C,Agcaoili,Vice Mayor,II - Cagayan Valley,Isabela,San Mateo
"Antonio Jose, III",T,Miro,Mayor,II - Cagayan Valley,Isabela,San Pablo
"Antonio, Jr.",N,Miro,Vice Mayor,II - Cagayan Valley,Isabela,San Pablo
Joseph,S,Tan,Mayor,II - Cagayan Valley,Isabela,Santiago
"Marcelo, Jr.",C,Cabucana,Vice Mayor,II - Cagayan Valley,Isabela,Santiago
Gilbert,M,Masigan,Mayor,II - Cagayan Valley,Isabela,Sta. Maria
Geoffrey,T,Formoso,Vice Mayor,II - Cagayan Valley,Isabela,Sta. Maria
Leandro Antonio ,P,Talaue,Mayor,II - Cagayan Valley,Isabela,Sto. Tomas
Eduardo,M,Talaue,Vice Mayor,II - Cagayan Valley,Isabela,Sto. Tomas
Arnold ,S,Bautista,Mayor,II - Cagayan Valley,Isabela,Tamauini
"Lorenzo, Jr.",B,Uy,Vice Mayor,II - Cagayan Valley,Isabela,Tamauini
Ruth,R,Padilla,Governor,II - Cagayan Valley,Nueva Viscaya,
Epifanio Lamberto,D,Galima,Vice Governor,II - Cagayan Valley,Nueva Viscaya,
Annie,C,Bawayan,Mayor,II - Cagayan Valley,Nueva Viscaya,Alfonso Castañeda
Domingo,P,Bermudez,Vice Mayor,II - Cagayan Valley,Nueva Viscaya,Alfonso Castañeda
Arnold ,P,Dinungon,Mayor,II - Cagayan Valley,Nueva Viscaya,Ambaguio
Francisco  ,G,Gullunan,Vice Mayor,II - Cagayan Valley,Nueva Viscaya,Ambaguio
Lucita,L,Tan,Mayor,II - Cagayan Valley,Nueva Viscaya,Aritao
Ruben  ,M,Sayo ,Vice Mayor,II - Cagayan Valley,Nueva Viscaya,Aritao
Johnny,M,Sevillena,Mayor,II - Cagayan Valley,Nueva Viscaya,Bagabag
Ed,G,Afalla,Vice Mayor,II - Cagayan Valley,Nueva Viscaya,Bagabag
"Flaviano, Jr.",D,Balgos,Mayor,II - Cagayan Valley,Nueva Viscaya,Bambang
Arnel Wenceslao,Z,Hernandez,Vice Mayor,II - Cagayan Valley,Nueva Viscaya,Bambang
"Ramon, Jr.",T,Cabautan,Mayor,II - Cagayan Valley,Nueva Viscaya,Bayombong
Ronaldo,S,Galvez,Vice Mayor,II - Cagayan Valley,Nueva Viscaya,Bayombong
Norma,U,Miguel,Mayor,II - Cagayan Valley,Nueva Viscaya,Diadi
Maria Lourdes,G,Magno,Vice Mayor,II - Cagayan Valley,Nueva Viscaya,Diadi
Antonio,G,Palugod,Mayor,II - Cagayan Valley,Nueva Viscaya,Dupax Del Norte
"Victorino, Jr.",V,Prado,Vice Mayor,II - Cagayan Valley,Nueva Viscaya,Dupax Del Norte
"Ruben, Jr.",S,Basconcillo,Mayor,II - Cagayan Valley,Nueva Viscaya,Dupax Del Sur
Luis,E,Binay-an,Vice Mayor,II - Cagayan Valley,Nueva Viscaya,Dupax Del Sur
"Alberto, Jr.",D,Bumolo,Mayor,II - Cagayan Valley,Nueva Viscaya,Kasibu
Romeo  ,C,Tayaban,Vice Mayor,II - Cagayan Valley,Nueva Viscaya,Kasibu
John,D,Balasya,Mayor,II - Cagayan Valley,Nueva Viscaya,Kayapa
"Tony, Sr.",P,Wakit,Vice Mayor,II - Cagayan Valley,Nueva Viscaya,Kayapa
Aurelio,S,Salunat,Mayor,II - Cagayan Valley,Nueva Viscaya,Quezon
Eduardo,S,Dasalla,Vice Mayor,II - Cagayan Valley,Nueva Viscaya,Quezon
Liwayway,DC.,Caramat,Mayor,II - Cagayan Valley,Nueva Viscaya,Santa Fe
Tidong,A,Benito,Vice Mayor,II - Cagayan Valley,Nueva Viscaya,Santa Fe
Philip,A,Dacayo,Mayor,II - Cagayan Valley,Nueva Viscaya,Solano
Alexander,D,Labasan,Vice Mayor,II - Cagayan Valley,Nueva Viscaya,Solano
Ronelie,O,Valtoribio,Mayor,II - Cagayan Valley,Nueva Viscaya,Villaverde
Kruwel Joevanni,D,Dacumos,Vice Mayor,II - Cagayan Valley,Nueva Viscaya,Villaverde
Junie,E,Cua,Governor,II - Cagayan Valley,Quirino,
May,G,Calaunan ,Vice Governor,II - Cagayan Valley,Quirino,
Jerry,T,Agsalda,Mayor,II - Cagayan Valley,Quirino,Aglipay
Teresita,DC.,Quebral,Vice Mayor,II - Cagayan Valley,Quirino,Aglipay
"Avelino, Jr.",N,Agustin,Mayor,II - Cagayan Valley,Quirino,Cabarroguis
Gilbert,A,Aduca,Vice Mayor,II - Cagayan Valley,Quirino,Cabarroguis
Marlo,S ,Guillermo,Mayor,II - Cagayan Valley,Quirino,Diffun
Cesar,M,Agustin,Vice Mayor,II - Cagayan Valley,Quirino,Diffun
Renato,G,Ylanan,Mayor,II - Cagayan Valley,Quirino,Maddela
Florante,T,Ruiz,Vice Mayor,II - Cagayan Valley,Quirino,Maddela
Rosario,K,Camma,Mayor,II - Cagayan Valley,Quirino,Nagtipunan
Nolie,S,Tigas,Vice Mayor,II - Cagayan Valley,Quirino,Nagtipunan
Marcelina,M,Pagbilao,Mayor,II - Cagayan Valley,Quirino,Saguday
Denis,B,Brillantes,Vice Mayor,II - Cagayan Valley,Quirino,Saguday
Gerardo,A,Noveras,Governor,III - Central Luzon,Aurora,
